song_id,appearance_count,canonical_title,current_zh,suggested_zh,zh_action,zh_confidence,zh_note,current_en,suggested_en,en_action,en_confidence,en_note,source_summary,source_urls
SONG-0198,6,クロスロード,クロスロード,交叉路口,TRANSLATE,medium,Pokemon x Hatsune Miku Chinese community upload uses this title.,Crossroad,Crossroad,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=クロスロード, English=Crossroad | Vocaloid Wiki: English=Crossroad, Romaji=Kurosuroodo | Chinese community check: 交叉路口",https://vocadb.net/S/155068 | https://vocaloid.fandom.com/wiki/%E3%82%AF%E3%83%AD%E3%82%B9%E3%83%AD%E3%83%BC%E3%83%89_%28Crossroad%29 | https://search.bilibili.com/all?keyword=%22%E3%82%AF%E3%83%AD%E3%82%B9%E3%83%AD%E3%83%BC%E3%83%89%22+%22%E4%BA%A4%E5%8F%89%E8%B7%AF%E5%8F%A3%22
SONG-0200,6,ゴー！ビッパ団,ゴー！ビッパ団,ゴー！ビッパ団,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,GO! Team BIPPA,GO! Team BIPPA,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=ゴー！ビッパ団, English=GO! Team BIPPA, Unspecified=GO! Team BIDOOF, Romaji=Go! Bippa Dan, Unspecified=Go! Bidoof Group, Unspecified=고! 비버니단 | Vocaloid Wiki: Official English=GO! Team BIPPA, English=Go! Team, Romaji=Goo! Bippa Dan",https://vocadb.net/S/581632 | https://vocaloid.fandom.com/wiki/%E3%82%B4%E3%83%BC%EF%BC%81%E3%83%93%E3%83%83%E3%83%91%E5%9B%A3_%28Go%21_Bippa_Dan%29
SONG-0214,6,しんかしんかしんか,しんかしんかしんか,しんかしんかしんか,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,EVOLVE EVOLVE EVOLVE,EVOLVE EVOLVE EVOLVE,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=しんかしんかしんか, Romaji=Shinka Shinka Shinka, English=EVOLVE EVOLVE EVOLVE, Unspecified=Evolution Evolution Evolution | Vocaloid Wiki: Official English=EVOLVE EVOLVE EVOLVE, English=Evolution Evolution Evolution, Romaji=Shinka Shinka Shinka",https://vocadb.net/S/709668 | https://vocaloid.fandom.com/wiki/%E3%81%97%E3%82%93%E3%81%8B%E3%81%97%E3%82%93%E3%81%8B%E3%81%97%E3%82%93%E3%81%8B_%28Shinka_Shinka_Shinka%29
SONG-0226,6,スパイラル・メロディーズ,スパイラル・メロディーズ,螺旋旋律,TRANSLATE,medium,Pokemon x Hatsune Miku Chinese community usage; 回旋・旋律 also appears.,Spiral Melodies,Spiral Melodies,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=スパイラル・メロディーズ, English=Spiral Melodies | Vocaloid Wiki: English=Spiral Melodies, Romaji=Supairaru Merodeiizu | Chinese community check: 螺旋旋律",https://vocadb.net/S/925294 | https://vocaloid.fandom.com/wiki/%E3%82%B9%E3%83%91%E3%82%A4%E3%83%A9%E3%83%AB%E3%83%BB%E3%83%A1%E3%83%AD%E3%83%87%E3%82%A3%E3%83%BC%E3%82%BA_%28Spiral_Melodies%29 | https://search.bilibili.com/all?keyword=%22%E3%82%B9%E3%83%91%E3%82%A4%E3%83%A9%E3%83%AB%E3%83%BB%E3%83%A1%E3%83%AD%E3%83%87%E3%82%A3%E3%83%BC%E3%82%BA%22+%22%E8%9E%BA%E6%97%8B%E6%97%8B%E5%BE%8B%22
SONG-0233,6,たびだちのうた,たびだちのうた,たびだちのうた,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Departure Song,Departure Song,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=たびだちのうた, Romaji=Tabidachi no Uta, English=Departure Song | Vocaloid Wiki: Official English=Departure Song, Romaji=Tabidachi no Uta",https://vocadb.net/S/906978 | https://vocaloid.fandom.com/wiki/%E3%81%9F%E3%81%B3%E3%81%A0%E3%81%A1%E3%81%AE%E3%81%86%E3%81%9F_%28Tabidachi_no_Uta%29
SONG-0234,6,たびのまえ、たびのあと,たびのまえ、たびのあと,たびのまえ、たびのあと,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,"Journey's Prequels, Journey's Traces","Journey's Prequels, Journey's Traces",CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=たびのまえ、たびのあと, English=Journey's Prequels, Journey's Traces, Romaji=Tabi no Mae, Tabi no Ato, Unspecified=여행 전, 여행 후 | Vocaloid Wiki: Official English=Journey's Prequels, Journey's Traces, Romaji=Tabi no Mae, Tabi no Ato",https://vocadb.net/S/592083 | https://vocaloid.fandom.com/wiki/%E3%81%9F%E3%81%B3%E3%81%AE%E3%81%BE%E3%81%88%E3%80%81%E3%81%9F%E3%81%B3%E3%81%AE%E3%81%82%E3%81%A8_%28Tabi_no_Mae%2C_Tabi_no_Ato%29
SONG-0237,6,チャンピオン,チャンピオン,冠军,TRANSLATE,high,Pokemon x Hatsune Miku Chinese community upload uses 冠军.,Champion,Champion,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=チャンピオン, English=Champion, Unspecified=챔피언 | Vocaloid Wiki: English=Champion, Romaji=Chanpion | Chinese community check: 冠军",https://vocadb.net/S/650687 | https://vocaloid.fandom.com/wiki/%E3%83%81%E3%83%A3%E3%83%B3%E3%83%94%E3%82%AA%E3%83%B3_%28Champion%29 | https://search.bilibili.com/all?keyword=%22%E3%83%81%E3%83%A3%E3%83%B3%E3%83%94%E3%82%AA%E3%83%B3%22+%22%E5%86%A0%E5%86%9B%22
SONG-0246,6,ドキドキ！,ドキドキ！,ドキドキ！,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Heart-Pounding!,Heart-Pounding!,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=ドキドキ！, Romaji=DOKIDOKI, Unspecified=Dokidoki!, English=Heart-Pounding! | Vocaloid Wiki: English=Heart-Pounding!, Romaji=Dokidoki!",https://vocadb.net/S/853916 | https://vocaloid.fandom.com/wiki/%E3%83%89%E3%82%AD%E3%83%89%E3%82%AD%EF%BC%81_%28Dokidoki%21%29
SONG-0271,6,ひゅ〜どろどろ,ひゅ〜どろどろ,ひゅ〜どろどろ,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,"Woo~oosh, Oozing","Woo~oosh, Oozing",CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=ひゅ〜どろどろ, Romaji=Hyu~dorodoro, Unspecified=Huh, Muddled, English=Awoo, Unspecified=Woo~oosh, Oozing, Unspecified=Spooky winds, Unspecified=Hyuu~Dorodoro, Unspecified=휴~ 두두두둥 | Vocaloid Wiki: English=Woo~oosh, Oozing, Romaji=Hyuu Dorodoro",https://vocadb.net/S/584100 | https://vocaloid.fandom.com/wiki/%E3%81%B2%E3%82%85%E3%80%9C%E3%81%A9%E3%82%8D%E3%81%A9%E3%82%8D_%28Hyuu_Dorodoro%29
SONG-0274,6,ファサード・クエスチョン,ファサード・クエスチョン,ファサード・クエスチョン,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Facade Question,Facade Question,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=ファサード・クエスチョン, English=Facade Question, Unspecified=Façade Question, Unspecified=파사드 질문, Unspecified=Questão de fachada",https://vocadb.net/S/771172
SONG-0298,6,ミライどんなだろう,ミライどんなだろう,ミライどんなだろう,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,What Kind of Future,What Kind of Future,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=ミライどんなだろう, Romaji=Mirai Donna Darou, English=What Kind of Future, Unspecified=Miraidon Na Darou, Unspecified=I Wonder What the Future's Like, Unspecified=미래는 어떨까 | Vocaloid Wiki: Official English=What Kind of Future, Romaji=Mirai Donna Darou",https://vocadb.net/S/536349 | https://vocaloid.fandom.com/wiki/%E3%83%9F%E3%83%A9%E3%82%A4%E3%81%A9%E3%82%93%E3%81%AA%E3%81%A0%E3%82%8D%E3%81%86_%28Mirai_Donna_Darou%29
SONG-0301,6,むげんのチケット,むげんのチケット,无限船票,TRANSLATE,high,Pokemon x Hatsune Miku Chinese community usage is consistent.,Mugen no Chiketto,Mugen no Chiketto,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=むげんのチケット, Romaji=mugen no ticket, English=Eon Ticket, Unspecified=Infinite Ticket | Vocaloid Wiki: English=, Romaji=Mugen no Chiketto | Chinese community check: 无限船票",https://vocadb.net/S/586830 | https://vocaloid.fandom.com/wiki/%E3%82%80%E3%81%92%E3%82%93%E3%81%AE%E3%83%81%E3%82%B1%E3%83%83%E3%83%88_%28Mugen_no_Ticket%29 | https://search.bilibili.com/all?keyword=%22%E3%82%80%E3%81%92%E3%82%93%E3%81%AE%E3%83%81%E3%82%B1%E3%83%83%E3%83%88%22+%22%E6%97%A0%E9%99%90%E8%88%B9%E7%A5%A8%22
SONG-0307,6,メロメロイド,メロメロイド,メロメロイド,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,MELLOMELLOID,MELLOMELLOID,CURRENT,high,Existing en value is outside this audit gap.,"Vocaloid Wiki: Official English=MELLOMELLOID, English=-oid, Romaji=Meromeroido",https://vocaloid.fandom.com/wiki/%E3%83%A1%E3%83%AD%E3%83%A1%E3%83%AD%E3%82%A4%E3%83%89_%28Meromeroid%29
SONG-0345,6,俺ゴーストタイプ,俺ゴーストタイプ,俺ゴーストタイプ,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,I'm a Ghost Type,I'm a Ghost Type,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=俺ゴーストタイプ, Romaji=Ore Ghost Type, English=I'm a Ghost Type, Unspecified=나 고스트 타입 | Vocaloid Wiki: English=I'm a Ghost Type, Romaji=Ore Goosuto Taipu",https://vocadb.net/S/579184 | https://vocaloid.fandom.com/wiki/%E4%BF%BA%E3%82%B4%E3%83%BC%E3%82%B9%E3%83%88%E3%82%BF%E3%82%A4%E3%83%97_%28Ore_Ghost_Type%29
SONG-0433,6,恋スルVOC＠LOID,恋スルVOC＠LOID,恋スルVOC＠LOID,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,VOC@LOID in Love,VOC@LOID in Love,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=恋スルVOC@LOID, Romaji=Koisuru VOC@LOID, English=VOC@LOID in Love, Unspecified=Loving VOC@LOID, Unspecified=Vocaloid in Love | Vocaloid Wiki: English=VOC@LOID in Love, Romaji=Koisuru VOC@LOID",https://vocadb.net/S/249466 | https://vocaloid.fandom.com/wiki/%E6%81%8B%E3%82%B9%E3%83%ABVOC%40LOID_%28Koisuru_VOC%40LOID%29
SONG-0448,6,巡 -MEGURU-,巡 -MEGURU-,巡 -MEGURU-,CURRENT,high,Existing zh value is outside this audit gap.,巡 -MEGURU-,MEGURU,TRANSLATE,high,Official Kodo English site uses MEGURU and describes the eponymous theme song.,,https://www.kodo.or.jp/en/performance_en/performance_kodo_en/8291
SONG-0262,5,パズル,パズル,パズル,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Puzzle,Puzzle,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=パズル, English=Puzzle | Vocaloid Wiki: English=Puzzle, Romaji=Pazuru",https://vocadb.net/S/325196 | https://vocaloid.fandom.com/wiki/%E3%83%91%E3%82%BA%E3%83%AB_%28Puzzle%29
SONG-0333,5,ワンダーランドと羊の歌,ワンダーランドと羊の歌,ワンダーランドと羊の歌,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Wonderland and the Sheep's Song,Wonderland and the Sheep's Song,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=ワンダーランドと羊の歌, Romaji=Wonderland to Hitsuji no Uta, English=Wonderland and the Sheep's Song, Unspecified=Wanderland and the Sheep's song, Unspecified=Wandarland to Hitsuji no Uta, Unspecified=원더랜드와 양의 노래 | Vocaloid Wiki: English=Wonderland and the Sheep's Song, Romaji=Wandaarando to Hitsuji no Uta",https://vocadb.net/S/2988 | https://vocaloid.fandom.com/wiki/%E3%83%AF%E3%83%B3%E3%83%80%E3%83%BC%E3%83%A9%E3%83%B3%E3%83%89%E3%81%A8%E7%BE%8A%E3%81%AE%E6%AD%8C_%28Wonderland_to_Hitsuji_no_Uta%29
SONG-0388,5,聖槍爆裂ボーイ,聖槍爆裂ボーイ,聖槍爆裂ボーイ,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Holy Lance Explosion Boy,Holy Lance Explosion Boy,CURRENT,high,Existing en value is outside this audit gap.,"Vocaloid Wiki: Official English=Holy Lance Explosion Boy, English=Sacred Spear Explosion Boy, Romaji=Seisou Bakuretsu Boy",https://vocaloid.fandom.com/wiki/%E8%81%96%E6%A7%8D%E7%88%86%E8%A3%82%E3%83%9C%E3%83%BC%E3%82%A4_%28Seisou_Bakuretsu_Boy%29
SONG-0445,5,三宅,三宅,三宅,CURRENT,high,Existing zh value is outside this audit gap.,三宅,Miyake,TRANSLATE,high,Official Kodo English repertoire/discography title.,,https://www.kodo.or.jp/info/39916
SONG-0221,4,ステラ,ステラ,ステラ,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Stella,Stella,CURRENT,high,Existing en value is outside this audit gap.,"PJSK JP/EN/CN: ステラ/Stella/ステラ | VocaDB: Japanese=ステラ, English=stella, Japanese=stella -ステラ- | Vocaloid Wiki: English=Stella, Romaji=Sutera",https://github.com/Sekai-World/sekai-master-db-diff/blob/main/musics.json | https://vocadb.net/S/82284 | https://vocaloid.fandom.com/wiki/%E3%82%B9%E3%83%86%E3%83%A9_%28Stella%29/Kotsuban-P
SONG-0241,4,テレカクシ思春期,テレカクシ思春期,テレカクシ思春期,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Embarrassment-Hiding Adolescence,Embarrassment-Hiding Adolescence,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=テレカクシ思春期, Romaji=Terekakushi Shishunki, English=Embarrassment-Hiding Adolescence | Vocaloid Wiki: Official English=Embarrassment-Hiding Adolescence, English=Hidden Shy Puberty, Romaji=Terekakushi Shishunki",https://vocadb.net/S/42649 | https://vocaloid.fandom.com/wiki/%E3%83%86%E3%83%AC%E3%82%AB%E3%82%AF%E3%82%B7%E6%80%9D%E6%98%A5%E6%9C%9F_%28Terekakushi_Shishunki%29
SONG-0272,4,ファインダー (DSLR remix-re:edit),ファインダー (DSLR remix-re:edit),ファインダー (DSLR remix-re:edit),KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,ファインダー (DSLR remix-re:edit),finder (DSLR remix-re:edit),TRANSLATE,high,Vocaloid Wiki marks finder as Official English; remix suffix preserved.,"VocaDB: Japanese=ファインダー, English=finder, English=Finder, Unspecified=finder | Vocaloid Wiki: Official English=finder, English=Viewfinder, Romaji=Faindaa",https://vocadb.net/S/2440 | https://vocaloid.fandom.com/wiki/%E3%83%95%E3%82%A1%E3%82%A4%E3%83%B3%E3%83%80%E3%83%BC_%28finder%29
SONG-0092,3,NEPPUU～熱風～,NEPPUU 热风,NEPPUU 热风,CURRENT,high,Existing zh value is outside this audit gap.,NEPPUU～熱風～,NEPPUU ~Blistering Wind~,TRANSLATE,medium,Exact Vocaloid Wiki English label; NEPPUU branding preserved.,"Vocaloid Wiki: English=NEPPUU ~Blistering Wind~, Romaji=[https://en.wiktionary.org/wiki/熱風 NEPPUU]",https://vocaloid.fandom.com/wiki/NEPPUU%E3%80%9C%E7%86%B1%E9%A2%A8%E3%80%9C_%28Neppuu%29
SONG-0149,3,アイドル戦士,アイドル戦士,アイドル戦士,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,アイドル戦士,Idol Warrior,TRANSLATE,medium,High-confidence exact VocaDB match for Mitchie M.,"VocaDB: Japanese=アイドル戦士, Romaji=Idol Senshi, English=Idol Warrior | Vocaloid Wiki page: Mitchie M",https://vocadb.net/S/760683 | https://vocaloid.fandom.com/wiki/Mitchie_M
SONG-0171,3,インビテーション！,インビテーション！,インビテーション！,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,INVITATION!,INVITATION!,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=インビテーション！, English=INVITATION! | Vocaloid Wiki: English=INVITATION!, Romaji=Inviteeshon!",https://vocadb.net/S/501614 | https://vocaloid.fandom.com/wiki/%E3%82%A4%E3%83%B3%E3%83%93%E3%83%86%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%EF%BC%81_%28Invitation%21%29
SONG-0197,3,クローバー♣クラブ,クローバー♣クラブ,クローバー♣クラブ,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Clover♣Club,Clover♣Club,CURRENT,high,Existing en value is outside this audit gap.,"Vocaloid Wiki: English=Clover♣Club, Romaji=Kuroobaa♣Kurabu",https://vocaloid.fandom.com/wiki/%E3%82%AF%E3%83%AD%E3%83%BC%E3%83%90%E3%83%BC%E2%99%A3%E3%82%AF%E3%83%A9%E3%83%96_%28Clover%E2%99%A3Club%29
SONG-0211,3,シアンブルー,シアンブルー,シアンブルー,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Cyan Blue,Cyan Blue,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=シアンブルー, English=Cyan Blue | Vocaloid Wiki: English=Cyan Blue, Romaji=Shian Buruu",https://vocadb.net/S/887891 | https://vocaloid.fandom.com/wiki/%E3%82%B7%E3%82%A2%E3%83%B3%E3%83%96%E3%83%AB%E3%83%BC_%28Cyan_Blue%29
SONG-0362,3,祭りだヘイカモン,祭りだヘイカモン,祭りだヘイカモン,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,"It’s Matsuri, Hey Come On!","It’s Matsuri, Hey Come On!",CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=祭りだヘイカモン, English=It’s a Festival, Hey Come On!, Romaji=Matsuri da Hey Come On, Unspecified=축제다 헤이 컴 온 | Vocaloid Wiki: Official English=It’s Matsuri, Hey Come On!, English=It's a Festival, Hey, C'mon, Romaji=Matsuri da, Hey C'mon",https://vocadb.net/S/99595 | https://vocaloid.fandom.com/wiki/%E7%A5%AD%E3%82%8A%E3%81%A0%E3%83%98%E3%82%A4%E3%82%AB%E3%83%A2%E3%83%B3_%28Matsuri_da_Hey_Come_On%29
SONG-0443,3,蜂の風,蜂の風,蜂の風,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,蜂の風,蜂の風,KEEP_ORIGINAL,low,No reliable English or romanized title found; do not invent one.,,https://search.bilibili.com/all?keyword=%E8%9C%82%E3%81%AE%E9%A2%A8
SONG-0447,3,能菅＋平胴,能菅＋平胴,能菅＋平胴,CURRENT,high,Existing zh value is outside this audit gap.,能菅＋平胴,能菅＋平胴,KEEP_ORIGINAL,low,No reliable English title found in Kodo/Vocaloid sources.,,https://search.bilibili.com/all?keyword=%E8%83%BD%E8%8F%85%EF%BC%8B%E5%B9%B3%E8%83%B4
SONG-0449,3,いのち もやしてたたけよ,いのち もやしてたたけよ,いのち もやしてたたけよ,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Inochi Moyashite Tatake yo,Inochi Moyashite Tatake yo,CURRENT,high,Existing en value is outside this audit gap.,,https://search.bilibili.com/all?keyword=%E3%81%84%E3%81%AE%E3%81%A1+%E3%82%82%E3%82%84%E3%81%97%E3%81%A6%E3%81%9F%E3%81%9F%E3%81%91%E3%82%88
SONG-0450,3,LION（獅子吼）,LION（獅子吼）,LION（獅子吼）,CURRENT,high,Existing zh value is outside this audit gap.,LION（獅子吼）,LION,TRANSLATE,high,Official Kodo English discography lists the piece as LION.,,https://www.kodo.or.jp/discography/sicl155_en.html
SONG-0184,2,おじゃま虫,おじゃま虫,おじゃま虫,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Stickybug,Stickybug,CURRENT,high,Existing en value is outside this audit gap.,"Vocaloid Wiki: English=Stickybug, Romaji=Ojama Mushi",https://vocaloid.fandom.com/wiki/%E3%81%8A%E3%81%98%E3%82%83%E3%81%BE%E8%99%AB_%28Ojama_Mushi%29
SONG-0207,2,サウンド,サウンド,サウンド,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,sound,sound,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=サウンド, English=sound | Vocaloid Wiki: English=sound",https://vocadb.net/S/713460 | https://vocaloid.fandom.com/wiki/%E3%82%B5%E3%82%A6%E3%83%B3%E3%83%89_%28sound%29
SONG-0208,2,サヨナラ・グッバイ,サヨナラ・グッバイ,再见・Goodbye,REVIEW,medium,Attested Chinese Project DIVA community alias.,Sayonara Goodbye,Sayonara Goodbye,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=サヨナラ・グッバイ, English=Sayonara Goodbye, Unspecified=Sayonara, Goodbye, Unspecified=사요나라 굿바이 | Vocaloid Wiki: Official English=Sayonara Goodbye, English=Farewell Goodbye, Romaji=Sayonara·Gubbai | Chinese community check: 再见・Goodbye",https://vocadb.net/S/2652 | https://vocaloid.fandom.com/wiki/%E3%82%B5%E3%83%A8%E3%83%8A%E3%83%A9%E3%83%BB%E3%82%B0%E3%83%83%E3%83%90%E3%82%A4_%28Sayonara%C2%B7Goodbye%29 | https://search.bilibili.com/all?keyword=%22%E3%82%B5%E3%83%A8%E3%83%8A%E3%83%A9%E3%83%BB%E3%82%B0%E3%83%83%E3%83%90%E3%82%A4%22+%22%E5%86%8D%E8%A7%81%E3%83%BBGoodbye%22
SONG-0224,2,ストロボナイツ,ストロボナイツ,ストロボナイツ,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Strobe Nights,Strobe Nights,CURRENT,high,Existing en value is outside this audit gap.,"Vocaloid Wiki: Official English=Strobe Nights, English=Strobo Nights, Romaji=Sutorobo Naitsu",https://vocaloid.fandom.com/wiki/%E3%82%B9%E3%83%88%E3%83%AD%E3%83%9C%E3%83%8A%E3%82%A4%E3%83%84_%28Strobe_Nights%29
SONG-0232,2,タイムリミット,タイムリミット,タイムリミット,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Time Limit,Time Limit,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=タイムリミット, Romaji=Time Limit | Vocaloid Wiki: English=Time Limit",https://vocadb.net/S/335783 | https://vocaloid.fandom.com/wiki/%E3%82%BF%E3%82%A4%E3%83%A0%E3%83%AA%E3%83%9F%E3%83%83%E3%83%88_%28Time_Limit%29
SONG-0236,2,チェリーポップ,チェリーポップ,チェリーポップ,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Cherry Pop,Cherry Pop,CURRENT,high,Existing en value is outside this audit gap.,"Vocaloid Wiki: Official English=Cherry Pop, Romaji=Cherii Poppu",https://vocaloid.fandom.com/wiki/%E3%83%81%E3%82%A7%E3%83%AA%E3%83%BC%E3%83%9D%E3%83%83%E3%83%97_%28Cherry_Pop%29
SONG-0243,2,テレパシ,テレパシ,テレパシ,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Telepathy,Telepathy,CURRENT,high,Existing en value is outside this audit gap.,"Vocaloid Wiki: Official English=Telepathy, Romaji=Terepashi",https://vocaloid.fandom.com/wiki/%E3%83%86%E3%83%AC%E3%83%91%E3%82%B7_%28Telepathy%29
SONG-0257,2,ハートアラモード,ハートアラモード,ハートアラモード,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Heart a la Mode,Heart a la Mode,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=ハートアラモード, English=Heart à la mode, Unspecified=하트 아 라 모드 | Vocaloid Wiki: English=Heart a la Mode, Romaji=Haato a ra moodo",https://vocadb.net/S/67964 | https://vocaloid.fandom.com/wiki/%E3%83%8F%E3%83%BC%E3%83%88%E3%82%A2%E3%83%A9%E3%83%A2%E3%83%BC%E3%83%89_%28Heart_a_la_Mode%29
SONG-0259,2,ハオ,ハオ,好,TRANSLATE,high,Vocaloid Wiki explicitly provides Chinese.,HAO,HAO,CURRENT,high,Existing en value is outside this audit gap.,"PJSK JP/EN/CN: ハオ/—/— | VocaDB: Japanese=ハオ, Romaji=HAO, Unspecified=好, Unspecified=Hǎo, Unspecified=하오 | Vocaloid Wiki: Official English=HAO, Chinese=好 | Chinese community check: 好",https://github.com/Sekai-World/sekai-master-db-diff/blob/main/musics.json | https://vocadb.net/S/640212 | https://vocaloid.fandom.com/wiki/%E3%83%8F%E3%82%AA_%28Hao%29 | https://search.bilibili.com/all?keyword=%22%E3%83%8F%E3%82%AA%22+%22%E5%A5%BD%22
SONG-0263,2,ハト,ハト,ハト,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,White Dove,White Dove,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=ハト, Romaji=Hato, English=White Dove, Unspecified=Pigeon | Vocaloid Wiki: English=Pigeon, Romaji=Hato",https://vocadb.net/S/108735 | https://vocaloid.fandom.com/wiki/%E3%83%8F%E3%83%88_%28Hato%29
SONG-0291,2,マシュマロ,マシュマロ,マシュマロ,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Marshmallow,Marshmallow,CURRENT,high,Existing en value is outside this audit gap.,"Vocaloid Wiki: Official English=Marshmallow, Romaji=Mashumaro",https://vocaloid.fandom.com/wiki/%E3%83%9E%E3%82%B7%E3%83%A5%E3%83%9E%E3%83%AD_%28Marshmallow%29
SONG-0297,2,みくみく菌にご注意!,みくみく菌にご注意!,みくみく菌にご注意!,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Beware of the Miku Miku Germs♪ (PD),Beware of the Miku Miku Germs♪ (PD),CURRENT,high,Existing en value is outside this audit gap.,"Vocaloid Wiki: Approved English=Beware of the Miku Miku Germs♪ (PD), English=Beware of the Miku Miku Bacteria♪, Romaji=Miku Miku-kin ni Gochuui♪",https://vocaloid.fandom.com/wiki/%E3%81%BF%E3%81%8F%E3%81%BF%E3%81%8F%E8%8F%8C%E3%81%AB%E3%81%94%E6%B3%A8%E6%84%8F%E2%99%AA_%28Miku_Miku-kin_ni_Gochuui%E2%99%AA%29
SONG-0317,2,ラビットホール (Reloaded),Rabbit Hole (Reloaded),Rabbit Hole (Reloaded),CURRENT,high,Existing zh value is outside this audit gap.,ラビットホール (Reloaded),Rabbit Hole (Reloaded),TRANSLATE,high,Base title is consistently Rabbit Hole; version suffix preserved.,"Vocaloid Wiki: English=Rabbit Hole, Romaji=Rabitto Hooru",https://vocaloid.fandom.com/wiki/%E3%83%A9%E3%83%93%E3%83%83%E3%83%88%E3%83%9B%E3%83%BC%E3%83%AB_%28Rabbit_Hole%29
